"TF","Prd","MinS","MPP","MBar","Ind","TP","SL","WR","Trades","PnL","Score"
"4h","7","3","8","100","All9","3","3","50","4","-3","2"
"4h","7","3","8","100","All9","3","4","50","4","2","2"
"4h","7","3","8","100","All9","3","5","50","4","1","2"
"4h","7","3","8","100","All9","4","0.5","0","3","-1.5","0"
"4h","7","3","8","100","All9","4","1","0","3","-3","0"
"4h","7","3","8","100","All9","4","1.5","0","3","-4.5","0"
"4h","7","3","8","100","All9","4","2","50","4","0","2"
"4h","7","3","8","100","All9","4","2.5","50","4","-1","2"
"4h","7","3","8","100","All9","4","3","50","4","-2","2"
"4h","7","3","8","100","All9","4","4","50","4","4","2"
"4h","7","3","8","100","All9","4","5","50","4","3","2"
